
_S000_DD(){
:DTC
0100 [1]油门位置传感器失效;
1705 [P1705]传动选择模式输出,开路;
1706 [P1706]传动选择模式输出,短路;
1739 [P1739]离合器继电器,继电器故障;
1741 [P1741]离合器继电器开路;
1742 [P1742]离合器继电器短路;
1749 [P1749]二级压力继电器故障;
1751 [P1751]二级压力继电器,开路;
1752 [P1752]二级压力继电器,短路;
1785 [P1785]传动比控制电机,电机过热;
1786 [P1786]电机过热,合理性故障;
1787 [P1787]传动控制电机开路;
1788 [P1788]传动比控制电机短路;
1789 [P1789]传动比控制电机,马达故障;
1814 [P1814]档位/巡航状态信号对地短路;
1815 [P1815]方向盘增档开关(+)对地短路;
1816 [P1816]方向盘减档开关(-)对地短路;
1825 [P1825]换档互锁继电器不确定性信号故障;
1826 [P1826]换档互锁继电器故障,对地短路/开路;
1827 [P1827]换档互锁电磁阀故障,对电瓶短路;
2096 [P2096]动态燃油修正,负动态修正背离补偿系统过稀;
2097 [P2097]动态燃油修正,正动态修正背离补偿系统过浓;
2122 [P2122]油门踏板传感器1对地短路或开路;
2123 [P2123]油门踏板传感器1对电瓶短路;
2127 [P2127]油门踏板位置传感器2对地短路或开路;
2128 [P2128]油门踏板位置传感器2对电瓶短路;
2138 [P2138]油门踏板传感器合理性故障;
2270 [P2270]下游氧传感器诊断,下游氧传感器总是偏稀;
2271 [P2271]下游氧传感器诊断,下游氧传感器总是偏浓;
2299 [P2299]加速踏板位置/制动之间合理性问题,PVS/制动合理性问题;
2300 [P2300]初级点火线圈1对地短路/开路;
2301 [P2301]初级点火线圈1对电瓶短路;
2303 [P2303]初级点火线圈2对地短路/开路;
2304 [P2304]初级点火线圈2对电瓶短路;
2404 [P2404]油箱泄漏诊断泵过浓,泵问题;
:END}

_S003_G10_BCM(){//G10-BCM
:DTC
900111 [B100111]内顶阅读灯输出电路对地短路\nCircuit short to ground Roof lamp read output short to GND;
900211 [B100211]内顶灯输出电路对地短路\nCircuit short to ground Roof lamp door output short to GND;
900311 [B100311]倒车灯输出电路对地短路\nCircuit short to ground Reverse lamp output short to GND;
900313 [B100313]倒车灯输出电路开路\nCircuit open Reverse lamp output open;
900411 [B100411]制动灯输出电路对地短路\nCircuit short to ground Brake lamp output short to GND;
900413 [B100413]制动灯输出电路开路\nCircuit open Brake lamp output open;
900511 [B100511]后备箱灯输出电路对地短路\nCircuit short to ground Trunk lamp output short to GND;
900513 [B100513]后备箱灯输出电路开路\nCircuit open Trunk lamp output open;
900611 [B100611]日间行车灯输出电路对地短路\nCircuit short to ground Daytime lamp output short to GND;
900613 [B100613]日间行车灯输出电路开路\nCircuit open Daytime lamp output open;
900711 [B100711]左转向灯输出电路地短路\nCircuit short to ground Turn lamp left output short to GND;
900713 [B100713]左转向灯输出电路开路\nCircuit open Turn lamp left output open;
900811 [B100811]右转向灯输出电路地短路\nCircuit short to ground Turn lamp right output short to GND;
900813 [B100813]右转向灯输出电路开路\nCircuit open Turn lamp right output open;
900911 [B100911]后雾灯输出电路对地短路\nCircuit short to ground Rear fog lamp output short to GND;
900913 [B100913]后雾灯输出电路开路\nCircuit open Rear fog lamp output open;
900A11 [B100A11]位置灯输出电路对地短路\nCircuit short to ground Position lamp output short to GND;
900A13 [B100A13]位置灯输出电路开路\nCircuit open Position lamp output open;
900B12 [B100B12]电动车窗使能继电器输出电路对电瓶短路\nCircuit short to battery Power window enable relay output short to battery;
900C12 [B100C12]近光灯继电器输出电路对电瓶短路\nCircuit short to battery Dipped beam relay output short to battery;
900D12 [B100D12]远光灯继电器输出电路对电瓶短路\nCircuit short to battery Main beam relay output short to battery;
900E12 [B100E12]前雾灯继电器输出电路对电瓶短路\nCircuit short to battery Front fog relay output short to battery;
900F12 [B100F12]大灯清洗继电器输出电路对电瓶短路\nCircuit short to battery Head lamp washing relay output short to battery;
901012 [B101012]喇叭继电器输出电路对电瓶短路\nCircuit short to battery Horn relay output short to battery;
901112 [B101112]后窗和后视镜加热继电器输出电路对电瓶短路\nCircuit short to battery Mirror and HRW relay output short to battery;
901212 [B101212]前雨刮低速继电器输出电路对电瓶短路\nCircuit short to battery Front wiper power relay output short to battery;
901312 [B101312]前雨刮高速继电器输出电路对电瓶短路\nCircuit short to battery Front wiper speed relay output short to battery;
901329 [B101329]前雨刮间歇输入超出范围，信号无效\nSignal invalid Front wiper intermittent input out of range;
902204 [B102204]系统内部错误，跛行\nSystem internal failure Limp home DTC;
920594 [B120594]危险报警灯开关粘滞\nHAZARD_SW Sticky;
940177 [B140177]前雨刮堵转\nFront wiper stall;
940277 [B140277]后雨刮堵转\nRear wiper stall;
950013 [B150013]防盗天线电路开路或电路短路\nCircuit open IMMO Antenna Failure Antenna Open or Short Circuit;
950129 [B150129]信号无效，钥匙验证失败\nSignal invalid Key Authentication Failure;
950251 [B150251]防盗未保存任何钥匙信息，未编程\nNot Programed IMMO Not Save Any Key Information;
950351 [B150351]PIN 未写入，未编程\nNot Programed No PIN Writed;
950451 [B150451]未生成 SK，未编程\nNot Programed No SK Generated;
950555 [B150555]防盗未锁，未配置\nNot Configured IMMO unlock;
950662 [B150662]信号对比失败，ECM 验证失败\nSignal compare failure ECM Authentication Failure;
950687 [B150687]ECM信号丢失，2秒内未收到回复当KL15是开路\nMissing message No ECM Challenge Rx:No challenge received within 2 seconds of KL.15 ON;
950708 [B150708]防盗基站通讯错误\nBus signal/message failure Basestation Communication Error;
962F42 [B162F42]写入内存失败，EEEPROM 错误\nGeneral memory failure EEPROM(NVM)Error;
C07387 [U007387]与 ABS_ESP 通讯 CAN 信号超时，节点丢失\nMissing message CAN ABS_ESPB Communication time out;
C07388 [U007388]CAN 总线 bus off 故障\nBus off CAN bus off;
C10187 [U010187]与 TCU 通讯 CAN 信号超时，节点丢失\nMissing message CAN TCU Communication time out;
C11087 [U011087]与 PEPS 通讯 CAN 信号超时，节点丢失\nMissing message CAN PEPS Communication time out;
C12187 [U012187]与 EMS 通讯 CAN 信号超时，节点丢失\nMissing message CAN EMS Communication time out;
C15187 [U015187]与 SRS 通讯 CAN 信号超时，节点丢失\nMissing message CAN SRS Communication time out;
C15587 [U015587]与 IPK 通讯 CAN 信号超时，节点丢失\nMissing message CAN IPK Communication time out;
C42362 [U042362]信号比较失败，里程错误\nSignal compare failure Odometer Error;
C42462 [U042462]信号比较失败，VIN 码不等于 IPK 中的 VIN 码\nSignal compare failure VIN not equal with IPK’s;
D00111 [U100111]LIN 线电压对地短路\nCircuit short to ground LIN Short to Ground;
D53200 [U153200]光雨量传感器初始化失败\nGeneral Failure Information RLS Initializes Failed;
D53300 [U153300]光雨量传感器光学元件未安装\nGeneral Failure Information RLS Optical is Fixed Failed;
D53400 [U153400]光雨量传感器修复失败，生成信息失败\nGeneral Failure Information RLS is Fixed Failed;
D53500 [U153500]光雨量传感器的 IRA 通道硬件异常\nGeneral Failure Information RLS‘s IRA Channel isWorking Fault;
D53600 [U153600]光雨量传感器的 IRB 通道硬件异常\nGeneral Failure Information RLS‘s IRB Channel isWorking Fault;
D53700 [U153700]光雨量传感器顶部光线传感器异常\nGeneral Failure Information RLS‘s Ambient(Ambient-C)Light Works Fault;
D53800 [U153800]光雨量传感器前方光线传感器异常\nGeneral Failure Information RLS‘s Far(Ambient-D)Light Works Fault;
D53900 [U153900]光雨量传感器工作电压过高\nGeneral Failure Information RLS Powerup is more than High-Voltage;
D53A00 [U153A00]光雨量传感器工作电压过低 General Failure Information RLS Powerup is less than Low-Voltage;
D53B00 [U153B00]光雨量传感器的雨刮信号异常，欠刮，持续 3s,General Failure Information RLS‘sWiper always Stops at the Park Position;
D53C00 [U153C00]光雨量传感器的雨刮信号异常，过刮，雨刮不在停止位停止\nGeneral Failure Information RLS‘sWiper always doesn‘t Stop at the Park Position;
DF6287 [U1F6287]LIN 通讯信号超时，光雨量传感器信号丢失\nMissing message LIN Message CETC_Motor_RLS Time out;
DF6387 [U1F6387]LIN 通讯信号超时，光雨量传感器故障信号丢失\nMissing message LIN Message RLS_NorRunning_Diag Time out;
F00316 [U300316]BCM 电压值低于电压限值\nCircuit voltage below threshold BCM Voltage Low;
F00317 [U300317]BCM 电压值高于电压限值\nCircuit voltage above threshold BCM Voltage High;
:END}

_S004_G10_ABS(){//G10-ABS
:DTC
400104 [C000104]牵引力控制活动阀 1(仅 ESP)失效\nTCS Control Channel Changeover Valve 1(ESP Only)Failure;
400204 [C000204]牵引力控制活动阀 2(仅 ESP)失效\nTCS Control Channel Changeover Valve 2(ESP Only)Failure;
400304 [C000304]牵引力控制高压阀开关 1(仅 ESP)失效\nTCS Control Channel High Pressure Switch Valve 1(ESP Only)Failure;
400404 [C000404]牵引力控制高压阀开关 2(仅 ESP)失效\nTCS Control Channel High Pressure Switch Valve 2(ESP Only)Failure;
401004 [C001004]左前进油阀电磁阀功能失效\nLeft Front Inlet Control Valve Failure;
401104 [C001104]左前出油阀电磁阀功能失效\nLeft Front Outlet Control Valve Failure;
401404 [C001404]右前进油阀电磁阀功能失效\nRight Front Inlet Control Valve Failure;
401504 [C001504]右前出油阀电磁阀功能失效\nRight Front Outlet Control Valve Failure;
401804 [C001804]左后进油阀电磁阀功能失效\nLeft Rear Inlet Control Valve Failure;
401904 [C001904]左后出油阀电磁阀功能失效\nLeft Rear Outlet Control Valve Failure;
401C04 [C001C04]右后进油阀电磁阀功能失效\nRight Rear Inlet Control Valve Failure;
401D04 [C001D04]右后出油阀电磁阀功能失效\nRight Rear Outlet Control Valve Failure;
402004 [C002004]ABS 泵马达功能失效\nABS Pump Motor Control Failure;
403108 [C003108]左前轮速度传感器部件错误\nLeft Front Wheel Speed Sensor Component Failures;
403200 [C003200]左前轮速度传感器器电路开路\nLeft Front Wheel Speed Sensor Circuit Open;
403408 [C003408]右前轮速度传感器部件错误\nRight Front Wheel Speed Sensor Component Failures;
403500 [C003500]右前轮速度传感器器电路开路\nRight Front Wheel Speed Sensor Circuit Open;
403708 [C003708]左后轮速度传感器部件错误\nLeft Rear Wheel Speed Sensor Component Failures;
403800 [C003800]左后轮速度传感器器电路开路\nLeft Rear Wheel Speed Sensor Circuit Open;
403A08 [C003A08]右后轮速度传感器部件错误\nRight Rear Wheel Speed Sensor Component Failures;
403B00 [C003B00]右后轮速度传感器器电路开路\nRight Rear Wheel Speed Sensor Circuit Open;
403C00 [C003C00]右后轮速度传感器信号无效\nRight Rear Wheel Speed Sensor Signal Invalid;
404008 [C004008]制动踏板开关失效\nBrake Pedal Switch Signal Invalid/Plausibility Failure;
404460 [C004460]制动压力传感器故障(信号)\nBrake Pressure Sensor Signal Failure;
404510 [C004510]制动压力传感器故障\nBrake Pressure Sensor Signal Bias Level Out of Range;
406102 [C006102]横向加速度传感器信号无效( 仅ESP)\nLateral Acceleration Sensor Signal Invalid(ESP Only);
406108 [C006108]横向加速度传感器信号失真(仅ESP)\nLateral Acceleration Sensor Signal Plausibility Failure(ESP Only);
406202 [C006202]纵向加速度传感器信号无效(仅ESP)\nLongitudinal Acceleration Sensor Siganl Invalid(ESP Only);
406208 [C006208]纵向加速度传感器信号失真(仅ESP)\nLongitudinal Acceleration Sensor Siganl Plausibility Failure(ESP Only);
406302 [C006302]外置偏航率传感器信号无效(仅ESP)\nYaw Rate Sensor Signal Invalid(ESP Only);
406308 [C006308]外置偏航率传感器信号失真(仅ESP)\nYaw Rate Sensor Signal Plausibility Failure(ESP Only);
406B06 [C006B06]稳定系统 BSM/EBD 激活时间过长\nStability System BSM/EBD Active Too Long;
407208 [C007208]阀一般性错误(如过热保护，信号无效，硬件错误)\nGeneral Valve fault(overheat protection, signal invalid,hardware fault);
40A000 [C00A000]左前轮速度传感器电源线对地短路\nWheel-speed sensor, front left: Supply Line short to GND;
40A100 [C00A100]左前轮速度传感器信号线对电瓶短路\nWheel-speed sensor, front left: Signal Line short to UBATT;
40A200 [C00A200]右前轮速度传感器电源线对地短路\nWheel-speed sensor, front right: Supply Line short to GND;
40A300 [C00A300]右前轮速度传感器信号线对电瓶短路\nWheel-speed sensor, front right: Signal Line short to UBATT;
40A400 [C00A400]左后轮速度传感器电源线对地短路\nWheel-speed sensor, rear left: Supply Line short to GND;
40A500 [C00A500]左后轮速度传感器信号线对电瓶短路\nWheel-speed sensor, rear left: Signal Line short to UBATT;
40A600 [C00A600]右后轮速度传感器电源线对地短路\nWheel-speed sensor, rear right: Supply Line short to GND;
40A700 [C00A700]右后轮速度传感器信号线对电瓶短路\nWheel-speed sensor, rear right: Signal Line short to UBATT;
40A800 [C00A800]外置偏航率传感器标定丢失(仅ESP)\nYaw Rate Sensor Missing Calibration(ESP Only);
40A900 [C00A900]左前轮速度传感器信号无效\nLeft Front Wheel Speed Sensor Signal Invalid;
40AA00 [C00AA00]右前轮速度传感器信号无效\nRight Front Wheel Speed Sensor Signal Invalid;
40AB00 [C00AB00]左后轮速度传感器信号无效\nLeft Rear Wheel Speed Sensor Signal Invalid;
419604 [C019604]外置偏航率传感器一般性错误\nYaw Rate Sensor General Fault(ESP Only);
446008 [C046008]转向角传感器位置信号失真(仅ESP)\nSteering Wheel Position Sensor Signal Plausibility Failure(ESP Only);
500004 [C100004]控制器错误(硬件 \n 微型控制器错误),ECU error(hardware, Microcontroller error);
500104 [C100104]CAN 硬件故障\nCAN hardware error;
500300 [C100300]离合器开关信号无效\nClutch Swtich Signal Invalid;
501008 [C101008]ECU 错误(一般软件错误)\nECU error(general software problem);
504C04 [C104C04]牵引力禁用开关失效(仅 ESP)\nTCS Disable Switch Failure(ESP Only);
506600 [C106600]转向角传感器标定位置丢失(仅ESP)\nSteering Wheel Position Sensor Missing Calibration(ESP Only);
508C08 [C108C08]倒车挡开关信号无效\nReverse Gear Switch Signal Invalid;
509504 [C109504]电磁阀继电器错误\nValve relay error A;
509904 [C109904]轮速传感器一般性错误\nWheel-speed sensor generic error(sensor swap, multiple sensors error);
590004 [C190004]ECU 供电电压过高\nECU Voltage supply: high voltage;
590104 [C190104]ECU 供电电压过低\nECU Voltage supply: low voltage;
C00104 [U000104]脱离 CAN 总线(Bus off)\nCAN Bus Off error;
C00500 [U000500]CAN 总线电压过高\nHigh Speed CAN Over Voltage;
C00700 [U000700]CAN 总线电压过低\nHigh Speed CAN Under Voltage;
C10004 [U010004]与 ECM 通讯丢失\nLost Communication With ECM;
C10008 [U010008]接受 ECM 的无效数据\nInvalid Data Received From ECM;
C10104 [U010104]与 TCU 通讯丢失\nLost Communication With TCU;
C10108 [U010108]接受 TCM 的无效数据\nInvalid Data Received From TCU;
C12308 [U012308]外置偏航率传感器总线信号超时(仅ESP)\nYaw Rate Sensor Bus Signal/Message Timeout Failure(ESP Only);
C12604 [U012604]与 SAS 通讯丢失\nLost Communication with SAS;
C12608 [U012608]接受 SAS 的无效数据\nInvalid Data Received From SAS;
C14104 [U014104]与 BCM 通讯丢失\nLost Communication With BCM;
C14108 [U014108]接受 BCM 的无效数据\nInvalid Data Received From BCM;
C14204 [U014204]与 IPK 通讯丢失\nLost Communication With IPK;
C14208 [U014208]接受 IPK 的无效数据\nInvalid Data Received From IPK;
C14604 [U014604]与网关失去通讯(仅 ESP);
C14608 [U014608]网关数据无效(仅 ESP);
C51308 [U051308]外置偏航率传感器总线信号失效(仅ESP)\nYaw Rate Sensor Bus Signal/Message Data Failures(ESP Only);
D00104 [U100104]CAN 线故障\nCAN Error Passive CAN Line Interruption;
D60108 [U160108]制动踏板开关信号可靠性故障(仅ESP);
D60208 [U160208]手刹开关故障(仅 ESP);
:END}

_S005_G10_SRS(){//G10-SRS
:DTC
807300 [B007300]CAN 模块上 DLC 错误\nDLC Error In CAN Module;
900049 [B100049]电子控制单元内部故障\nElectronic Control Unit(ECU)Internal Fault;
901011 [B101011]驾驶员气囊端子故障对地短路\nABFD terminal shorted to ground fault;
901012 [B101012]驾驶员气囊端子故障对电瓶短路\nABFD terminal shorted to battery fault;
90101A [B10101A]驾驶员气囊电阻故障短路\nABFD resistance short fault;
90101B [B10101B]驾驶员气囊电阻故障开路\nABFD resistance open fault;
90101C [B10101C]驾驶员气囊输出搭线故障\nABFD Cross Coupling fault;
901055 [B101055]驾驶员气囊配置故障\nABFD Configuration fault;
901104 [B101104]前排乘员气囊端子故障对电瓶短路\nABFP terminal shorted to battery fault;
901111 [B101111]前排乘员气囊端子故障对地短路\nABFP terminal shorted to ground fault;
90111A [B10111A]前排乘员气囊电阻故障短路\nABFP resistance short fault;
90111B [B10111B]前排乘员气囊电阻故障开路\nABFP resistance open fault;
90111C [B10111C]前排乘员气囊输出搭线故障\nABFP Cross Coupling fault;
901155 [B101155]前排乘员气囊配置故障\nABFP Configuration fault;
903412 [B103412]碰撞输出对电瓶短路\nCrash Output short to battery;
903414 [B103414]碰撞输出对地短路\nCrash Output short to Ground;
903455 [B103455]碰撞输出配置故障\nCrash Output Configuration fault;
904016 [B104016]主电源电压太低\nMain power supply voltage is too low;
904017 [B104017]主电源电压太高\nMain power supply voltage is too high;
904900 [B104900]前排碰撞已点爆\nBT Deployment Crash;
905000 [B105000]前点爆碰撞\nFront Deployment Crash;
905200 [B105200]碰撞记录永久锁止(不能重新使用)\nCrash Recorder Permanently Locked(No Reuse);
D00000 [U100000]CAN 总线关闭\nCAN Bus Off;
D00100 [U100100]与气囊控制器信号丢失\nAirbag ECU lost communication(Ack feedback to Airbag ECU Tx message is losted);
D00300 [U100300]气囊控制器与 ABS/ESP 信号丢失\nAirbag ECU lost communication of ABS/ESP;
D00400 [U100400]车速信号无效\nVehicle Speed Information Invalid;
D10087 [U110087]与 ECM/PCM 'A' 通讯丢失\nLost Communication With ECM/PCM “A”;
D14087 [U114087]与车身控制模块通讯丢失\nLost Communication With Body Control Module;
D15587 [U115587]与仪表控制模块通讯丢失\nLost Communication With Instrument Panel Cluster(IPC)Control Module;
:END}

_S006_G10_PEPS(){//G10-PEPS
:DTC
930211 [B130211]制动保险丝断开\nBrake fuse broken;
930224 [B130224]制动开关故障(卡住)\nBrake switch error(stuck);
930311 [B130311]左前门天线故障\nFront-left door antenna error;
930411 [B130411]右前门天线故障\nFront-right door antenna error;
930511 [B130511]车内前部位置天线故障\nFront-interior antenna error;
930611 [B130611]车内中部位置天线故障\nMedium-interior antenna error;
930711 [B130711]车内后部位置天线故障\nRear-interior antenna error;
930811 [B130811]尾门天线故障\nBumper_Antenna Error;
930844 [B130844]随机存取存贮器检查故障\nRAM check error;
930845 [B130845]只读存取器检查故障\nROM check error;
930846 [B130846]电可擦只读存取器检查故障\nEEPROM check error;
930848 [B130848]电控单元重设异常\nECU abnormal reset;
930914 [B130914]低频天线驱动故障\nLF driver Error;
931088 [B131088]防盗基站通讯故障\nBase station communication error;
931144 [B131144]钥匙档位 ACC 信号驱动故障\nPDU ACC Driver Error;
931244 [B131244]钥匙档位 IG1 信号驱动故障\nPDU IGN1 Driver Error;
931245 [B131245]钥匙档位 IG2 信号驱动故障\nPDU IGN2 Driver Error;
